,sourceId,referenceTime,air_temperature(-),air_temperature(-).1,min(air_temperature pt1h)(-),max(air_temperature pt1h)(-)
0,sn18700:0,2022-08-05T06:00:00.000Z,13.8,13.8,13.4,13.8
1,sn18700:0,2022-08-05T06:10:00.000Z,13.9,-,-,-
2,sn18700:0,2022-08-05T06:20:00.000Z,13.9,-,-,-
3,sn18700:0,2022-08-05T06:30:00.000Z,13.9,-,-,-
4,sn18700:0,2022-08-05T06:40:00.000Z,14.0,-,-,-
5,sn18700:0,2022-08-05T06:50:00.000Z,14.2,-,-,-
6,sn18700:0,2022-08-05T07:00:00.000Z,14.2,14.2,13.8,14.2
7,sn18700:0,2022-08-05T07:10:00.000Z,14.4,-,-,-
8,sn18700:0,2022-08-05T07:20:00.000Z,15.0,-,-,-
9,sn18700:0,2022-08-05T07:30:00.000Z,14.8,-,-,-
10,sn18700:0,2022-08-05T07:40:00.000Z,16.1,-,-,-
11,sn18700:0,2022-08-05T07:50:00.000Z,16.4,-,-,-
12,sn18700:0,2022-08-05T08:00:00.000Z,16.0,16.0,14.2,16.8
13,sn18700:0,2022-08-05T08:10:00.000Z,16.9,-,-,-
14,sn18700:0,2022-08-05T08:20:00.000Z,17.0,-,-,-
15,sn18700:0,2022-08-05T08:30:00.000Z,17.5,-,-,-
16,sn18700:0,2022-08-05T08:40:00.000Z,17.2,-,-,-
17,sn18700:0,2022-08-05T08:50:00.000Z,18.6,-,-,-
18,sn18700:0,2022-08-05T09:00:00.000Z,18.4,18.4,16.0,18.7
19,sn18700:0,2022-08-05T09:10:00.000Z,18.7,-,-,-
20,sn18700:0,2022-08-05T09:20:00.000Z,19.1,-,-,-
21,sn18700:0,2022-08-05T09:30:00.000Z,19.4,-,-,-
22,sn18700:0,2022-08-05T09:40:00.000Z,19.1,-,-,-
23,sn18700:0,2022-08-05T09:50:00.000Z,19.9,-,-,-
24,sn18700:0,2022-08-05T10:00:00.000Z,19.3,19.3,18.2,19.9
25,sn18700:0,2022-08-05T10:10:00.000Z,19.8,-,-,-
26,sn18700:0,2022-08-05T10:20:00.000Z,19.5,-,-,-
27,sn18700:0,2022-08-05T10:30:00.000Z,19.8,-,-,-
28,sn18700:0,2022-08-05T10:40:00.000Z,19.5,-,-,-
29,sn18700:0,2022-08-05T10:50:00.000Z,19.0,-,-,-
30,sn18700:0,2022-08-05T11:00:00.000Z,19.5,19.5,18.9,20.1
31,sn18700:0,2022-08-05T11:10:00.000Z,20.3,-,-,-
32,sn18700:0,2022-08-05T11:20:00.000Z,20.0,-,-,-
33,sn18700:0,2022-08-05T11:30:00.000Z,19.9,-,-,-
34,sn18700:0,2022-08-05T11:40:00.000Z,19.9,-,-,-
35,sn18700:0,2022-08-05T11:50:00.000Z,20.6,-,-,-
36,sn18700:0,2022-08-05T12:00:00.000Z,21.0,21.0,19.5,21.1
37,sn18700:0,2022-08-05T12:10:00.000Z,21.5,-,-,-
38,sn18700:0,2022-08-05T12:20:00.000Z,22.1,-,-,-
39,sn18700:0,2022-08-05T12:30:00.000Z,22.4,-,-,-
40,sn18700:0,2022-08-05T12:40:00.000Z,22.0,-,-,-
41,sn18700:0,2022-08-05T12:50:00.000Z,21.8,-,-,-
42,sn18700:0,2022-08-05T13:00:00.000Z,21.0,21.0,21.0,22.9
43,sn18700:0,2022-08-05T13:10:00.000Z,21.4,-,-,-
44,sn18700:0,2022-08-05T13:20:00.000Z,21.1,-,-,-
45,sn18700:0,2022-08-05T13:30:00.000Z,21.7,-,-,-
46,sn18700:0,2022-08-05T13:40:00.000Z,21.2,-,-,-
47,sn18700:0,2022-08-05T13:50:00.000Z,22.1,-,-,-
48,sn18700:0,2022-08-05T14:00:00.000Z,22.1,22.1,21.0,22.3
49,sn18700:0,2022-08-05T14:10:00.000Z,22.0,-,-,-
50,sn18700:0,2022-08-05T14:20:00.000Z,22.4,-,-,-
51,sn18700:0,2022-08-05T14:30:00.000Z,22.6,-,-,-
52,sn18700:0,2022-08-05T14:40:00.000Z,22.9,-,-,-
53,sn18700:0,2022-08-05T14:50:00.000Z,22.4,-,-,-
54,sn18700:0,2022-08-05T15:00:00.000Z,21.4,21.4,21.4,23.1
55,sn18700:0,2022-08-05T15:10:00.000Z,21.8,-,-,-
56,sn18700:0,2022-08-05T15:20:00.000Z,22.2,-,-,-
57,sn18700:0,2022-08-05T15:30:00.000Z,22.6,-,-,-
58,sn18700:0,2022-08-05T15:40:00.000Z,22.8,-,-,-
59,sn18700:0,2022-08-05T15:50:00.000Z,22.6,-,-,-
60,sn18700:0,2022-08-05T16:00:00.000Z,20.3,20.3,20.3,23.0
61,sn18700:0,2022-08-05T16:10:00.000Z,19.9,-,-,-
62,sn18700:0,2022-08-05T16:20:00.000Z,18.9,-,-,-
63,sn18700:0,2022-08-05T16:30:00.000Z,18.5,-,-,-
64,sn18700:0,2022-08-05T16:40:00.000Z,18.7,-,-,-
65,sn18700:0,2022-08-05T16:50:00.000Z,20.3,-,-,-
66,sn18700:0,2022-08-05T17:00:00.000Z,20.8,20.8,18.3,20.8
67,sn18700:0,2022-08-05T17:10:00.000Z,20.8,-,-,-
68,sn18700:0,2022-08-05T17:20:00.000Z,20.8,-,-,-
69,sn18700:0,2022-08-05T17:30:00.000Z,20.9,-,-,-
70,sn18700:0,2022-08-05T17:40:00.000Z,21.0,-,-,-
71,sn18700:0,2022-08-05T17:50:00.000Z,20.8,-,-,-
72,sn18700:0,2022-08-05T18:00:00.000Z,20.1,20.1,20.1,21.0
73,sn18700:0,2022-08-05T18:10:00.000Z,19.6,-,-,-
74,sn18700:0,2022-08-05T18:20:00.000Z,19.0,-,-,-
75,sn18700:0,2022-08-05T18:30:00.000Z,18.8,-,-,-
76,sn18700:0,2022-08-05T18:40:00.000Z,18.1,-,-,-
77,sn18700:0,2022-08-05T18:50:00.000Z,18.0,-,-,-
78,sn18700:0,2022-08-05T19:00:00.000Z,17.6,17.6,17.6,20.1
79,sn18700:0,2022-08-05T19:10:00.000Z,17.4,-,-,-
80,sn18700:0,2022-08-05T19:20:00.000Z,17.1,-,-,-
81,sn18700:0,2022-08-05T19:30:00.000Z,16.6,-,-,-
82,sn18700:0,2022-08-05T19:40:00.000Z,16.5,-,-,-
83,sn18700:0,2022-08-05T19:50:00.000Z,16.4,-,-,-
84,sn18700:0,2022-08-05T20:00:00.000Z,16.1,16.1,16.1,17.6
85,sn18700:0,2022-08-05T20:10:00.000Z,16.1,-,-,-
86,sn18700:0,2022-08-05T20:20:00.000Z,15.9,-,-,-
87,sn18700:0,2022-08-05T20:30:00.000Z,15.8,-,-,-
88,sn18700:0,2022-08-05T20:40:00.000Z,15.4,-,-,-
89,sn18700:0,2022-08-05T20:50:00.000Z,15.3,-,-,-
90,sn18700:0,2022-08-05T21:00:00.000Z,15.1,15.1,15.1,16.1
91,sn18700:0,2022-08-05T21:10:00.000Z,14.9,-,-,-
92,sn18700:0,2022-08-05T21:20:00.000Z,14.7,-,-,-
93,sn18700:0,2022-08-05T21:30:00.000Z,14.4,-,-,-
94,sn18700:0,2022-08-05T21:40:00.000Z,14.1,-,-,-
95,sn18700:0,2022-08-05T21:50:00.000Z,14.1,-,-,-
96,sn18700:0,2022-08-05T22:00:00.000Z,13.9,13.9,13.9,15.1
97,sn18700:0,2022-08-05T22:10:00.000Z,13.7,-,-,-
98,sn18700:0,2022-08-05T22:20:00.000Z,13.5,-,-,-
99,sn18700:0,2022-08-05T22:30:00.000Z,13.2,-,-,-
100,sn18700:0,2022-08-05T22:40:00.000Z,13.1,-,-,-
101,sn18700:0,2022-08-05T22:50:00.000Z,12.7,-,-,-
102,sn18700:0,2022-08-05T23:00:00.000Z,12.7,12.7,12.7,13.9
103,sn18700:0,2022-08-05T23:10:00.000Z,12.5,-,-,-
104,sn18700:0,2022-08-05T23:20:00.000Z,12.2,-,-,-
105,sn18700:0,2022-08-05T23:30:00.000Z,12.0,-,-,-
106,sn18700:0,2022-08-05T23:40:00.000Z,12.1,-,-,-
107,sn18700:0,2022-08-05T23:50:00.000Z,12.3,-,-,-
108,sn18700:0,2022-08-06T00:00:00.000Z,11.7,11.7,11.7,12.7
109,sn18700:0,2022-08-06T00:10:00.000Z,11.6,-,-,-
110,sn18700:0,2022-08-06T00:20:00.000Z,12.0,-,-,-
111,sn18700:0,2022-08-06T00:30:00.000Z,11.4,-,-,-
112,sn18700:0,2022-08-06T00:40:00.000Z,11.5,-,-,-
113,sn18700:0,2022-08-06T00:50:00.000Z,11.0,-,-,-
114,sn18700:0,2022-08-06T01:00:00.000Z,11.8,11.8,11.0,12.0
115,sn18700:0,2022-08-06T01:10:00.000Z,11.6,-,-,-
116,sn18700:0,2022-08-06T01:20:00.000Z,11.2,-,-,-
117,sn18700:0,2022-08-06T01:30:00.000Z,11.0,-,-,-
118,sn18700:0,2022-08-06T01:40:00.000Z,10.8,-,-,-
119,sn18700:0,2022-08-06T01:50:00.000Z,11.2,-,-,-
120,sn18700:0,2022-08-06T02:00:00.000Z,11.4,11.4,10.7,11.8
121,sn18700:0,2022-08-06T02:10:00.000Z,10.8,-,-,-
122,sn18700:0,2022-08-06T02:20:00.000Z,10.3,-,-,-
123,sn18700:0,2022-08-06T02:30:00.000Z,10.2,-,-,-
124,sn18700:0,2022-08-06T02:40:00.000Z,10.0,-,-,-
125,sn18700:0,2022-08-06T02:50:00.000Z,10.5,-,-,-
126,sn18700:0,2022-08-06T03:00:00.000Z,10.7,10.7,10.0,11.5
127,sn18700:0,2022-08-06T03:10:00.000Z,10.4,-,-,-
128,sn18700:0,2022-08-06T03:20:00.000Z,10.5,-,-,-
129,sn18700:0,2022-08-06T03:30:00.000Z,10.7,-,-,-
130,sn18700:0,2022-08-06T03:40:00.000Z,10.4,-,-,-
131,sn18700:0,2022-08-06T03:50:00.000Z,10.3,-,-,-
132,sn18700:0,2022-08-06T04:00:00.000Z,10.5,10.5,10.3,10.7
133,sn18700:0,2022-08-06T04:10:00.000Z,10.5,-,-,-
134,sn18700:0,2022-08-06T04:20:00.000Z,10.6,-,-,-
135,sn18700:0,2022-08-06T04:30:00.000Z,10.9,-,-,-
136,sn18700:0,2022-08-06T04:40:00.000Z,10.7,-,-,-
137,sn18700:0,2022-08-06T04:50:00.000Z,10.8,-,-,-
138,sn18700:0,2022-08-06T05:00:00.000Z,11.2,11.2,10.3,11.2
139,sn18700:0,2022-08-06T05:10:00.000Z,11.5,-,-,-
140,sn18700:0,2022-08-06T05:20:00.000Z,12.6,-,-,-
141,sn18700:0,2022-08-06T05:30:00.000Z,13.2,-,-,-
142,sn18700:0,2022-08-06T05:40:00.000Z,14.1,-,-,-
143,sn18700:0,2022-08-06T05:50:00.000Z,14.4,-,-,-
144,sn18700:0,2022-08-06T06:00:00.000Z,13.7,13.7,11.2,14.4
145,sn18700:0,2022-08-06T06:10:00.000Z,13.3,-,-,-
146,sn18700:0,2022-08-06T06:20:00.000Z,12.8,-,-,-
147,sn18700:0,2022-08-06T06:30:00.000Z,12.5,-,-,-
148,sn18700:0,2022-08-06T06:40:00.000Z,12.6,-,-,-
149,sn18700:0,2022-08-06T06:50:00.000Z,13.1,-,-,-
150,sn18700:0,2022-08-06T07:00:00.000Z,13.6,13.6,12.5,13.7
151,sn18700:0,2022-08-06T07:10:00.000Z,13.7,-,-,-
152,sn18700:0,2022-08-06T07:20:00.000Z,13.8,-,-,-
153,sn18700:0,2022-08-06T07:30:00.000Z,14.5,-,-,-
154,sn18700:0,2022-08-06T07:40:00.000Z,15.8,-,-,-
155,sn18700:0,2022-08-06T07:50:00.000Z,16.3,-,-,-
156,sn18700:0,2022-08-06T08:00:00.000Z,16.7,16.7,13.4,16.7
157,sn18700:0,2022-08-06T08:10:00.000Z,17.4,-,-,-
158,sn18700:0,2022-08-06T08:20:00.000Z,17.8,-,-,-
159,sn18700:0,2022-08-06T08:30:00.000Z,18.0,-,-,-
160,sn18700:0,2022-08-06T08:40:00.000Z,17.7,-,-,-
161,sn18700:0,2022-08-06T08:50:00.000Z,17.7,-,-,-
162,sn18700:0,2022-08-06T09:00:00.000Z,17.8,17.8,16.7,18.1
163,sn18700:0,2022-08-06T09:10:00.000Z,18.1,-,-,-
164,sn18700:0,2022-08-06T09:20:00.000Z,18.5,-,-,-
165,sn18700:0,2022-08-06T09:30:00.000Z,18.7,-,-,-
166,sn18700:0,2022-08-06T09:40:00.000Z,18.9,-,-,-
167,sn18700:0,2022-08-06T09:50:00.000Z,19.1,-,-,-
168,sn18700:0,2022-08-06T10:00:00.000Z,19.1,19.1,17.8,19.3
169,sn18700:0,2022-08-06T10:10:00.000Z,19.0,-,-,-
170,sn18700:0,2022-08-06T10:20:00.000Z,18.7,-,-,-
171,sn18700:0,2022-08-06T10:30:00.000Z,19.6,-,-,-
172,sn18700:0,2022-08-06T10:40:00.000Z,20.0,-,-,-
173,sn18700:0,2022-08-06T10:50:00.000Z,19.6,-,-,-
174,sn18700:0,2022-08-06T11:00:00.000Z,18.8,18.8,18.2,20.4
175,sn18700:0,2022-08-06T11:10:00.000Z,19.1,-,-,-
176,sn18700:0,2022-08-06T11:20:00.000Z,19.2,-,-,-
177,sn18700:0,2022-08-06T11:30:00.000Z,20.2,-,-,-
178,sn18700:0,2022-08-06T11:40:00.000Z,19.4,-,-,-
179,sn18700:0,2022-08-06T11:50:00.000Z,18.9,-,-,-
180,sn18700:0,2022-08-06T12:00:00.000Z,19.0,19.0,18.7,20.2
181,sn18700:0,2022-08-06T12:10:00.000Z,19.6,-,-,-
182,sn18700:0,2022-08-06T12:20:00.000Z,18.6,-,-,-
183,sn18700:0,2022-08-06T12:30:00.000Z,18.7,-,-,-
184,sn18700:0,2022-08-06T12:40:00.000Z,19.6,-,-,-
185,sn18700:0,2022-08-06T12:50:00.000Z,20.0,-,-,-
186,sn18700:0,2022-08-06T13:00:00.000Z,19.9,19.9,18.4,20.4
187,sn18700:0,2022-08-06T13:10:00.000Z,20.1,-,-,-
188,sn18700:0,2022-08-06T13:20:00.000Z,19.1,-,-,-
189,sn18700:0,2022-08-06T13:30:00.000Z,20.3,-,-,-
190,sn18700:0,2022-08-06T13:40:00.000Z,19.3,-,-,-
191,sn18700:0,2022-08-06T13:50:00.000Z,19.9,-,-,-
192,sn18700:0,2022-08-06T14:00:00.000Z,20.3,20.3,19.1,20.4
193,sn18700:0,2022-08-06T14:10:00.000Z,20.1,-,-,-
194,sn18700:0,2022-08-06T14:20:00.000Z,20.5,-,-,-
195,sn18700:0,2022-08-06T14:30:00.000Z,21.5,-,-,-
196,sn18700:0,2022-08-06T14:40:00.000Z,22.0,-,-,-
197,sn18700:0,2022-08-06T14:50:00.000Z,21.4,-,-,-
198,sn18700:0,2022-08-06T15:00:00.000Z,21.4,21.4,20.0,22.1
199,sn18700:0,2022-08-06T15:10:00.000Z,21.8,-,-,-
200,sn18700:0,2022-08-06T15:20:00.000Z,21.8,-,-,-
201,sn18700:0,2022-08-06T15:30:00.000Z,20.1,-,-,-
202,sn18700:0,2022-08-06T15:40:00.000Z,21.1,-,-,-
203,sn18700:0,2022-08-06T15:50:00.000Z,20.4,-,-,-
204,sn18700:0,2022-08-06T16:00:00.000Z,20.8,20.8,19.9,22.1
205,sn18700:0,2022-08-06T16:10:00.000Z,20.7,-,-,-
206,sn18700:0,2022-08-06T16:20:00.000Z,20.8,-,-,-
207,sn18700:0,2022-08-06T16:30:00.000Z,20.8,-,-,-
208,sn18700:0,2022-08-06T16:40:00.000Z,19.8,-,-,-
209,sn18700:0,2022-08-06T16:50:00.000Z,20.0,-,-,-
210,sn18700:0,2022-08-06T17:00:00.000Z,20.2,20.2,19.8,21.0
211,sn18700:0,2022-08-06T17:10:00.000Z,20.0,-,-,-
212,sn18700:0,2022-08-06T17:20:00.000Z,20.2,-,-,-
213,sn18700:0,2022-08-06T17:30:00.000Z,19.8,-,-,-
214,sn18700:0,2022-08-06T17:40:00.000Z,19.5,-,-,-
215,sn18700:0,2022-08-06T17:50:00.000Z,19.3,-,-,-
216,sn18700:0,2022-08-06T18:00:00.000Z,18.5,18.5,18.5,20.3
217,sn18700:0,2022-08-06T18:10:00.000Z,18.0,-,-,-
218,sn18700:0,2022-08-06T18:20:00.000Z,17.8,-,-,-
219,sn18700:0,2022-08-06T18:30:00.000Z,17.5,-,-,-
220,sn18700:0,2022-08-06T18:40:00.000Z,17.1,-,-,-
221,sn18700:0,2022-08-06T18:50:00.000Z,16.8,-,-,-
222,sn18700:0,2022-08-06T19:00:00.000Z,16.2,16.2,16.2,18.5
223,sn18700:0,2022-08-06T19:10:00.000Z,16.0,-,-,-
224,sn18700:0,2022-08-06T19:20:00.000Z,15.4,-,-,-
225,sn18700:0,2022-08-06T19:30:00.000Z,15.1,-,-,-
226,sn18700:0,2022-08-06T19:40:00.000Z,14.9,-,-,-
227,sn18700:0,2022-08-06T19:50:00.000Z,14.5,-,-,-
228,sn18700:0,2022-08-06T20:00:00.000Z,14.0,14.0,14.0,16.2
229,sn18700:0,2022-08-06T20:10:00.000Z,14.4,-,-,-
230,sn18700:0,2022-08-06T20:20:00.000Z,14.2,-,-,-
231,sn18700:0,2022-08-06T20:30:00.000Z,13.9,-,-,-
232,sn18700:0,2022-08-06T20:40:00.000Z,13.8,-,-,-
233,sn18700:0,2022-08-06T20:50:00.000Z,13.6,-,-,-
234,sn18700:0,2022-08-06T21:00:00.000Z,13.2,13.2,13.2,14.4
235,sn18700:0,2022-08-06T21:10:00.000Z,12.9,-,-,-
236,sn18700:0,2022-08-06T21:20:00.000Z,13.0,-,-,-
237,sn18700:0,2022-08-06T21:30:00.000Z,13.1,-,-,-
238,sn18700:0,2022-08-06T21:40:00.000Z,12.7,-,-,-
239,sn18700:0,2022-08-06T21:50:00.000Z,12.2,-,-,-
240,sn18700:0,2022-08-06T22:00:00.000Z,11.9,11.9,11.9,13.2
241,sn18700:0,2022-08-06T22:10:00.000Z,12.3,-,-,-
242,sn18700:0,2022-08-06T22:20:00.000Z,12.0,-,-,-
243,sn18700:0,2022-08-06T22:30:00.000Z,12.2,-,-,-
244,sn18700:0,2022-08-06T22:40:00.000Z,11.9,-,-,-
245,sn18700:0,2022-08-06T22:50:00.000Z,11.5,-,-,-
246,sn18700:0,2022-08-06T23:00:00.000Z,11.2,11.2,11.2,12.4
247,sn18700:0,2022-08-06T23:10:00.000Z,11.9,-,-,-
248,sn18700:0,2022-08-06T23:20:00.000Z,11.7,-,-,-
249,sn18700:0,2022-08-06T23:30:00.000Z,11.5,-,-,-
250,sn18700:0,2022-08-06T23:40:00.000Z,10.9,-,-,-
251,sn18700:0,2022-08-06T23:50:00.000Z,10.3,-,-,-
252,sn18700:0,2022-08-07T00:00:00.000Z,11.6,11.6,10.2,11.9
253,sn18700:0,2022-08-07T00:10:00.000Z,10.8,-,-,-
254,sn18700:0,2022-08-07T00:20:00.000Z,10.3,-,-,-
255,sn18700:0,2022-08-07T00:30:00.000Z,10.4,-,-,-
256,sn18700:0,2022-08-07T00:40:00.000Z,10.3,-,-,-
257,sn18700:0,2022-08-07T00:50:00.000Z,10.0,-,-,-
258,sn18700:0,2022-08-07T01:00:00.000Z,9.8,9.8,9.8,11.6
259,sn18700:0,2022-08-07T01:10:00.000Z,9.9,-,-,-
260,sn18700:0,2022-08-07T01:20:00.000Z,9.8,-,-,-
261,sn18700:0,2022-08-07T01:30:00.000Z,9.7,-,-,-
262,sn18700:0,2022-08-07T01:40:00.000Z,9.6,-,-,-
263,sn18700:0,2022-08-07T01:50:00.000Z,9.6,-,-,-
264,sn18700:0,2022-08-07T02:00:00.000Z,9.6,9.6,9.5,9.9
265,sn18700:0,2022-08-07T02:10:00.000Z,9.3,-,-,-
266,sn18700:0,2022-08-07T02:20:00.000Z,9.6,-,-,-
267,sn18700:0,2022-08-07T02:30:00.000Z,9.5,-,-,-
268,sn18700:0,2022-08-07T02:40:00.000Z,9.3,-,-,-
269,sn18700:0,2022-08-07T02:50:00.000Z,9.2,-,-,-
270,sn18700:0,2022-08-07T03:00:00.000Z,9.1,9.1,9.1,9.6
271,sn18700:0,2022-08-07T03:10:00.000Z,9.2,-,-,-
272,sn18700:0,2022-08-07T03:20:00.000Z,9.1,-,-,-
273,sn18700:0,2022-08-07T03:30:00.000Z,9.2,-,-,-
274,sn18700:0,2022-08-07T03:40:00.000Z,9.3,-,-,-
275,sn18700:0,2022-08-07T03:50:00.000Z,9.4,-,-,-
276,sn18700:0,2022-08-07T04:00:00.000Z,9.6,9.6,9.0,9.6
277,sn18700:0,2022-08-07T04:10:00.000Z,9.9,-,-,-
278,sn18700:0,2022-08-07T04:20:00.000Z,10.0,-,-,-
279,sn18700:0,2022-08-07T04:30:00.000Z,10.1,-,-,-
280,sn18700:0,2022-08-07T04:40:00.000Z,10.2,-,-,-
281,sn18700:0,2022-08-07T04:50:00.000Z,10.4,-,-,-
282,sn18700:0,2022-08-07T05:00:00.000Z,10.6,10.6,9.6,10.6
283,sn18700:0,2022-08-07T05:10:00.000Z,10.8,-,-,-
284,sn18700:0,2022-08-07T05:20:00.000Z,10.9,-,-,-
285,sn18700:0,2022-08-07T05:30:00.000Z,11.2,-,-,-
286,sn18700:0,2022-08-07T05:40:00.000Z,11.4,-,-,-
287,sn18700:0,2022-08-07T05:50:00.000Z,11.6,-,-,-
288,sn18700:0,2022-08-07T06:00:00.000Z,11.8,11.8,10.6,11.8
289,sn18700:0,2022-08-07T06:10:00.000Z,12.1,-,-,-
290,sn18700:0,2022-08-07T06:20:00.000Z,12.5,-,-,-
291,sn18700:0,2022-08-07T06:30:00.000Z,13.0,-,-,-
292,sn18700:0,2022-08-07T06:40:00.000Z,13.2,-,-,-
293,sn18700:0,2022-08-07T06:50:00.000Z,13.3,-,-,-
294,sn18700:0,2022-08-07T07:00:00.000Z,13.5,13.5,11.8,13.5
295,sn18700:0,2022-08-07T07:10:00.000Z,13.8,-,-,-
296,sn18700:0,2022-08-07T07:20:00.000Z,14.2,-,-,-
297,sn18700:0,2022-08-07T07:30:00.000Z,14.4,-,-,-
298,sn18700:0,2022-08-07T07:40:00.000Z,14.8,-,-,-
299,sn18700:0,2022-08-07T07:50:00.000Z,14.8,-,-,-
300,sn18700:0,2022-08-07T08:00:00.000Z,14.8,14.8,13.5,14.9
301,sn18700:0,2022-08-07T08:10:00.000Z,15.3,-,-,-
302,sn18700:0,2022-08-07T08:20:00.000Z,15.7,-,-,-
303,sn18700:0,2022-08-07T08:30:00.000Z,16.0,-,-,-
304,sn18700:0,2022-08-07T08:40:00.000Z,16.4,-,-,-
305,sn18700:0,2022-08-07T08:50:00.000Z,16.1,-,-,-
306,sn18700:0,2022-08-07T09:00:00.000Z,16.9,16.9,14.8,16.9
307,sn18700:0,2022-08-07T09:10:00.000Z,17.2,-,-,-
308,sn18700:0,2022-08-07T09:20:00.000Z,17.5,-,-,-
309,sn18700:0,2022-08-07T09:30:00.000Z,16.9,-,-,-
310,sn18700:0,2022-08-07T09:40:00.000Z,16.9,-,-,-
311,sn18700:0,2022-08-07T09:50:00.000Z,16.9,-,-,-
312,sn18700:0,2022-08-07T10:00:00.000Z,16.7,16.7,16.7,17.6
313,sn18700:0,2022-08-07T10:10:00.000Z,16.9,-,-,-
314,sn18700:0,2022-08-07T10:20:00.000Z,17.1,-,-,-
315,sn18700:0,2022-08-07T10:30:00.000Z,17.5,-,-,-
316,sn18700:0,2022-08-07T10:40:00.000Z,18.2,-,-,-
317,sn18700:0,2022-08-07T10:50:00.000Z,18.3,-,-,-
318,sn18700:0,2022-08-07T11:00:00.000Z,18.0,18.0,16.7,18.5
319,sn18700:0,2022-08-07T11:10:00.000Z,17.3,-,-,-
320,sn18700:0,2022-08-07T11:20:00.000Z,17.6,-,-,-
321,sn18700:0,2022-08-07T11:30:00.000Z,18.1,-,-,-
322,sn18700:0,2022-08-07T11:40:00.000Z,19.1,-,-,-
323,sn18700:0,2022-08-07T11:50:00.000Z,19.4,-,-,-
324,sn18700:0,2022-08-07T12:00:00.000Z,19.6,19.6,17.2,19.7
325,sn18700:0,2022-08-07T12:10:00.000Z,19.5,-,-,-
326,sn18700:0,2022-08-07T12:20:00.000Z,19.8,-,-,-
327,sn18700:0,2022-08-07T12:30:00.000Z,19.7,-,-,-
328,sn18700:0,2022-08-07T12:40:00.000Z,19.9,-,-,-
329,sn18700:0,2022-08-07T12:50:00.000Z,19.9,-,-,-
330,sn18700:0,2022-08-07T13:00:00.000Z,20.6,20.6,19.3,20.6
331,sn18700:0,2022-08-07T13:10:00.000Z,19.9,-,-,-
332,sn18700:0,2022-08-07T13:20:00.000Z,19.5,-,-,-
333,sn18700:0,2022-08-07T13:30:00.000Z,19.6,-,-,-
334,sn18700:0,2022-08-07T13:40:00.000Z,19.4,-,-,-
335,sn18700:0,2022-08-07T13:50:00.000Z,19.3,-,-,-
336,sn18700:0,2022-08-07T14:00:00.000Z,18.9,18.9,18.9,20.7
337,sn18700:0,2022-08-07T14:10:00.000Z,18.9,-,-,-
338,sn18700:0,2022-08-07T14:20:00.000Z,18.9,-,-,-
339,sn18700:0,2022-08-07T14:30:00.000Z,18.6,-,-,-
340,sn18700:0,2022-08-07T14:40:00.000Z,18.7,-,-,-
341,sn18700:0,2022-08-07T14:50:00.000Z,18.7,-,-,-
342,sn18700:0,2022-08-07T15:00:00.000Z,18.3,18.3,18.3,18.9
343,sn18700:0,2022-08-07T15:10:00.000Z,18.3,-,-,-
344,sn18700:0,2022-08-07T15:20:00.000Z,18.1,-,-,-
345,sn18700:0,2022-08-07T15:30:00.000Z,18.0,-,-,-
346,sn18700:0,2022-08-07T15:40:00.000Z,17.9,-,-,-
347,sn18700:0,2022-08-07T15:50:00.000Z,18.0,-,-,-
348,sn18700:0,2022-08-07T16:00:00.000Z,17.7,17.7,17.7,18.3
349,sn18700:0,2022-08-07T16:10:00.000Z,17.9,-,-,-
350,sn18700:0,2022-08-07T16:20:00.000Z,18.0,-,-,-
351,sn18700:0,2022-08-07T16:30:00.000Z,18.0,-,-,-
352,sn18700:0,2022-08-07T16:40:00.000Z,18.0,-,-,-
353,sn18700:0,2022-08-07T16:50:00.000Z,17.7,-,-,-
354,sn18700:0,2022-08-07T17:00:00.000Z,17.3,17.3,17.3,18.1
355,sn18700:0,2022-08-07T17:10:00.000Z,17.2,-,-,-
356,sn18700:0,2022-08-07T17:20:00.000Z,17.0,-,-,-
357,sn18700:0,2022-08-07T17:30:00.000Z,16.8,-,-,-
358,sn18700:0,2022-08-07T17:40:00.000Z,16.7,-,-,-
359,sn18700:0,2022-08-07T17:50:00.000Z,16.6,-,-,-
360,sn18700:0,2022-08-07T18:00:00.000Z,16.5,16.5,16.5,17.3
361,sn18700:0,2022-08-07T18:10:00.000Z,16.5,-,-,-
362,sn18700:0,2022-08-07T18:20:00.000Z,16.4,-,-,-
363,sn18700:0,2022-08-07T18:30:00.000Z,16.2,-,-,-
364,sn18700:0,2022-08-07T18:40:00.000Z,16.0,-,-,-
365,sn18700:0,2022-08-07T18:50:00.000Z,15.9,-,-,-
366,sn18700:0,2022-08-07T19:00:00.000Z,15.7,15.7,15.7,16.6
367,sn18700:0,2022-08-07T19:10:00.000Z,15.5,-,-,-
368,sn18700:0,2022-08-07T19:20:00.000Z,15.3,-,-,-
369,sn18700:0,2022-08-07T19:30:00.000Z,15.2,-,-,-
370,sn18700:0,2022-08-07T19:40:00.000Z,15.2,-,-,-
371,sn18700:0,2022-08-07T19:50:00.000Z,15.0,-,-,-
372,sn18700:0,2022-08-07T20:00:00.000Z,15.0,15.0,15.0,15.7
373,sn18700:0,2022-08-07T20:10:00.000Z,15.0,-,-,-
374,sn18700:0,2022-08-07T20:20:00.000Z,14.7,-,-,-
375,sn18700:0,2022-08-07T20:30:00.000Z,14.7,-,-,-
